SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
1968,SOHTCQC12A6D4F49CA,27633,Karajan & L'Opera,ART8F8O1187B9A538D,,Salzburg Austria,,Herbert Von Karajan,0.0,288.41751,9,0.425,75.416,5,0.5870000000000001,Si Mi Chiamano Mimila Boheme Act1 Remast,
1969,SOKUXFH12A8C145EF7,320428,This Kind Of Love,AREPD8D1187FB3F5BC,,Gainesville FL,,Sister Hazel,0.0,230.37342,2,1.0,139.841,4,0.515,This Kind Of Love (Full Band),
1970,SOYZHTW12A58A7DAD9,722546,White Feather,ARDF8K01187FB37200,,Sydney Australia,,Wolfmother,0.0,316.21179,4,0.006,110.441,4,0.978,White Feather,2009.0
1971,SOPUUCZ12AB0180B3B,443082,Dreamer 'Remixed',ARRCKE61187B99377F,40.881040000000006,Garfield NJ,-74.1148,Janice Robinson,0.0,459.33669000000003,7,0.634,84.655,3,1.0,Dreamer (Jamie J Sanchez Club Mix),
1972,SODXVQZ12AC468707A,699549,Degenerate Fuck Crew,ARWMZYB1187FB480A7,4.65637,Bogot\xc3\xa1 D. C. Colombia,-74.11779,The Aftermath,0.0,118.30812,8,0.369,166.648,4,0.0,Might As Well Laugh,
1973,SOEHTZE12A6310F0F2,307,In My Place,ARJ7KF01187B98D717,,,,Coldplay,0.0,274.41587000000004,2,0.19399999999999998,134.02700000000002,4,0.135,One I Love,2002.0
1974,SODRLDV12A8C13D25E,258315,Ain't It Beautiful,ARWC3XN1187B9A8D82,40.71455,NY - New York City,-74.00712,ZO2,0.0,276.4273,7,0.083,150.715,4,0.722,Isolate,2007.0
1975,SOUWONL12A8C13EA27,78740,Viva Las Violence,ARXDOUQ11F50C4A239,,,,Wednesday 13's Frankenstein Drag Queens From Planet 13,0.0,239.20281,0,0.595,149.55100000000002,1,0.0,Bark At The Moon (Album Version),
1976,SONDAME12A6D4F9352,51357,Ed Byrne - Pedantic and Whimsical,ARI8ECO119B3403C34,,,,Ed Byrne,0.0,330.63138,7,0.354,77.99,4,0.618,Who's Your Daddy?,
1977,SOELMDY12A6D4FB18A,57839,Last Night In Town,ARCP94M1187B9B0F56,42.88544,Buffalo New York,-78.87846,Every Time I Die,0.0,171.59791,9,0.5379999999999999,93.458,1,0.0,California_ Gracefully,2001.0
1978,SOKVKEC12AB0186B68,765362,Close Calls With Brick Walls / Mother of Mankind,ARW2U4O1187FB4408B,,New York NY,,Andrew W.K.,0.0,165.51138,2,0.0,120.15299999999999,4,0.0,Don't Call Me Andy,2006.0
1979,SOSWYWM12AB018A072,711892,The History Of House Parties_ vol. 3,ARZH3SW1187B98C96E,,,,Onyx,0.0,317.46567000000005,11,0.161,85.541,5,1.0,The Force,
1980,SOQUGRT12A6701DD47,14561,Dry & Heavy,ARJ2PMY1187FB5B563,,NY - Long Island,,Burning Spear,0.0,185.5473,0,0.495,122.376,4,0.0,It's A Long Way Around,1977.0
1981,SOIIZIX12A6D4F799D,22379,Methods Of Mayhem,ARU35NK1187FB46CFD,,,,Methods Of Mayhem / Scott Kirkland,0.0,199.31383,1,0.222,116.04,4,0.899,Narcotic,1999.0
1982,SOGDJTG12AC960A37D,602698,Maiden's Prayer,ARU0HTX1187B98B4C6,34.053490000000004,California - LA,-118.24531999999999,Lisa Lynne,0.0,261.95546,9,0.7709999999999999,106.009,4,0.7290000000000001,Still I Will,2001.0
1983,SOTYBQB12A8C139F0C,95078,America's bugle calls,ARCVMYS12454A51E6E,,,,The Sun Harbor's Chorus-Documentary Recordings,0.0,59.32363,10,0.031,36.150999999999996,1,0.0,Taps,
1984,SOCDZDT12A6D4F8F73,29026,These Foolish Things,ARIZODP1187B9AD272,54.898140000000005,Washington England,-1.53179,Bryan Ferry,0.0,253.12607999999997,4,0.223,116.36,4,0.863,Don't Worry Baby (1999 Digital Remaster),1973.0
1985,SONMSFX12AB018CD74,729053,Maysa,ARAHQDS1187FB55275,,,,Maysa,0.0,180.87138000000002,9,0.429,103.17200000000001,4,0.03,Ou\xc3\xa7a,2008.0
1986,SOIJQRD12AB01882D0,659943,Murder The Dance,AROIL3N1187B9A9975,33.6671,Orange County CA,-117.76505,BLEED THE SKY,0.0,202.91873,1,0.033,116.064,4,0.247,Kettle Black,2008.0
1987,SOUWRJF12AC46862F7,700191,Never Give Up,ARPAH7U1187B9A308F,,,,Fred Locks,0.0,242.38975,0,0.451,151.537,4,0.14300000000000002,Mama Don't Know Love,
1988,SOCXIYL12AB0185958,360259,Ya Hayati,ARZ507V1187FB4425E,,,,Ragheb Alama,0.0,319.37261,7,0.032,151.95600000000002,4,0.40399999999999997,Al'amadalah Assa'bah (2004 Digital Remaster),
1989,SOJVTTZ12A6D4F99D8,34396,Turn It Into Something Special,ARO41T51187FB397AB,,Mexico City Mexico,,Sasha,0.0,265.84771,9,0.691,155.996,4,0.575,Turn It Into Something Special (Svengali's remix f\xc3\xbcr Elisa),
1990,SOTIRUS12A8C13F53D,223655,Celtic Woman 3,ARNCOPS1187FB5A086,,,,Dolores Keane,0.0,272.5873,5,0.748,149.619,3,0.491,Storm In My Heart,1993.0
1991,SODXIIY12A8AE4677E,235295,American Song Recital: Works of Bernstein_ Hundley_ Bowles...,ARGESWU11F4C83BA07,,,,Lauren Wagner & Fred Weldy,0.0,51.121179999999995,2,0.17800000000000002,72.72399999999999,4,0.5920000000000001,Social Note,
1992,SODXZZK12A58A7B5D4,233908,Foreplay,ARDAE2T1187FB50796,,,,Mr. Sancho,0.0,182.22975,0,0.502,100.03200000000001,4,1.0,I'm callin,
1993,SOXNBSR12A8C13D3E5,807578,The Tony Danza Tap Dance Extravaganza,ARBIPSC1187FB522FE,,,,Tony Danza Tap Dance Extravaganza_ The,0.0,198.66076999999999,8,0.0,139.872,4,0.9109999999999999,Cliff Burton Surprise,
1994,SOCTUML12A8AE45691,233782,Over The Edge,ARC15471187FB4640C,38.498090000000005,Kansas,-98.32023000000001,Hurricane,0.0,236.042,8,0.8640000000000001,110.177,4,0.131,I'm On To You,1988.0
1995,SOZNFIN12A8C13EDBA,223566,South Texas Swing,ARSEUOO1187B999569,29.57535,Moulton TX,-97.14305999999999,Adolph Hofner,0.0,135.07873,7,0.6759999999999999,118.47200000000001,4,0.49700000000000005,How I Miss You Tonight,
1996,SOCHSUI12A8C131C44,285607,Harpin\xc2\xb4 The Blues,AR7JPF81187B988D23,32.29869,Jackson MS,-90.18049,Charlie McCoy,0.0,282.53995,7,0.405,90.81,3,0.9620000000000001,Night Life,1991.0
1997,SOASAPT12AB01836BB,703022,Decade of Suicide/10 years after beginning,AR1Y37Q1187B9B66D2,40.71455,New York NY,-74.00712,Suicide,0.0,321.30567,0,0.522,144.94,4,0.0,Shadows of the thought,
1998,SOIQFYV12A8C13EEB6,306057,Music To Crash Your Car To,AREGV3K1187B9AF614,,Los Angeles California,,M\xc3\xb6tley Cr\xc3\xbce,0.0,248.55465,7,0.04,115.25399999999999,5,0.0,Wild Side,1987.0
1999,SOPCBZF12AB01836CC,406176,Aurora_ Vol.2 - EP,ARLBNAC1187FB47151,,,,Alex Gopher,0.0,396.87791,9,0.7809999999999999,127.902,4,0.034,Aurora (Rory's Cassette Jam Remix),
2000,SOZFOCS12A8C142CA3,612184,Unforgiven,ARONPP01187B995FB5,52.883559999999996,England,-1.97406,Cockney Rejects,0.0,182.25587,2,0.5820000000000001,84.59,4,0.0,Big Time Charlie,2007.0
2001,SOGJUBN12AB017CF98,338819,Living Room,ARC43071187B990240,,Wisner LA,,Wayne Watson,0.0,228.49261,1,0.35100000000000003,125.90799999999999,4,0.469,Somebody Sing,
2002,SOOEQIN12A8C13B8EF,207670,Southern Slang (Chopped & Screwed),ARG3UX61187B9AC05A,,,,D.O.W.N.,0.0,312.39791,1,0.7070000000000001,117.26299999999999,4,0.168,Hustlin',
2003,SONUVBD12AB0186112,465056,Sol,AR5M35O1187B9A0D74,34.053490000000004,Los Angeles California USA,-118.24531999999999,SOL,0.0,251.79382999999999,0,0.542,62.076,4,0.5329999999999999,Puedes ser feliz,
2004,SORGQGD12AB0185998,602229,Soul On Jazz,AR32PK91187FB4D6E2,,Denver CO,,Philip Bailey,0.0,227.47383,8,0.34299999999999997,109.963,4,1.0,Sometime Ago,
2005,SOAVVDB12A8C136842,88561,Live,ARZEA421187FB5B5BA,34.053490000000004,Los Angeles CA,-118.24531999999999,Lee Michaels,0.0,249.80853,5,0.9,123.47399999999999,3,0.534,My Lady,
2006,SOCJAYM12A8C138772,294998,The Infamous,AREV2491187B9B017E,,Queensbridge NY,,Mobb Deep,0.0,298.00444,6,0.48,87.74700000000001,4,0.385,Up North Trip,1995.0
2007,SOSFVMZ12A6D4F5951,79225,Lullaby - Music for the Quiet Times,AR23EC41187FB4805D,40.143229999999996,New Jersey,-74.72671,The American Boychoir,0.0,224.54812,4,0.45799999999999996,87.76,4,0.49,Intermezzo,
2008,SOOSLVC12A8C13E51E,118939,Mo' Mega,AR7H21J1187FB40C69,,,,Mr. Lif,0.0,327.6273,10,0.584,107.32,3,0.995,For You,2006.0
2009,SOGRSCQ12A8C1367FE,154001,The Military Band - Salute to the Services,ARASWKT1187B9923B7,38.62774,St. Louis MO,-90.19951,Felix Slatkin/Concert Arts Symphonic Band,0.0,138.57914,3,0.688,122.774,4,0.0,El Capitan (1998 Digital Remaster),
2010,SOHNAWQ12A6D4FCFF9,128937,He's Working It Out For You,ARK0VFZ1187FB4309B,,DURHAM North Carolina,,Shirley Caesar,0.0,266.03057,1,0.505,115.508,4,0.573,Healed (LP Version),
2011,SOGJYMK12AB018272A,466293,The Right Time,ARK9K3O1187B98F504,,Los Angeles CA,,Cherrelle,0.0,290.82077000000004,8,0.239,145.607,4,1.0,Into My Eyes,1999.0
2012,SONFHHG12A58A7D321,506876,In Search Of The Magic,ARWGIOC1187FB4CBEF,37.16793,United States,-95.84501999999999,Jim Chappell,0.0,217.49506,7,0.7559999999999999,86.39,4,0.40299999999999997,Almost Us,1997.0
2013,SOELNMY12A8C13759B,291748,Lost Dogs,ARFVYJI1187B9B8E13,47.603559999999995,Seattle WA,-122.32943999999999,Pearl Jam,0.0,232.35872999999998,7,0.601,138.291,7,0.415,4/20/02,
2014,SOJDKQV12A6D4FAF0E,64413,Petraphonics,AR2KSTE1187FB57A36,,Fort Wayne Indiana,,Petra,0.0,222.61506,0,0.581,107.531,4,0.44,Don't Let Your Heart Be Hardened (This Means War Album Version),
2015,SOKGAEA12AB017F671,532854,Yamandu + Dominguinhos,ARUWLCL1187FB549B8,,,,Yamandu + Dominguinhos,0.0,276.79302,9,0.544,118.23899999999999,4,0.7090000000000001,Chorando Baixinho,
2016,SOQPXJH12A8C13C3EA,109040,Sometimes I Just Feel Like Smilin',ARHWVGW1187FB41479,,,,The Paul Butterfield Blues Band,0.0,228.75383,3,0.728,77.207,1,0.0,Pretty Woman (LP Version),1971.0
2017,SOGMWOY12AB017FA59,744095,Portals,ARVXKTV1187FB44139,36.97402,Santa Cruz CA,-122.03095,Arsonists Get All The Girls,0.0,240.92689,1,0.506,129.82399999999998,3,0.595,Violence in Fluid Triceratops,2009.0
2018,SOLWUMG12A8C13106C,282362,Ivory,ARMIMHT1187B98F038,,Santa Monica CA,,Teena Marie,0.0,328.56771000000003,9,0.585,81.947,4,0.624,How Can You Resist It,1990.0
2019,SOCTKFG12AB017D983,342182,Spotlight On Jerry Butler,AR8XG9J1187FB418C1,33.542429999999996,Sunflower MS,-90.53726999999999,Jerry Butler,0.0,167.18322,11,0.204,87.758,1,1.0,He Will Break Your Heart,1960.0
2020,SOHROMP12A6D4FEFC7,128985,I Believe To My Soul,ARALUUG1187FB58696,30.43883,Ponchatoula LA,-90.44116,Irma Thomas,0.0,195.36934,0,0.22399999999999998,99.492,1,0.172,The Same Love That Made Me Laugh  [LP Version],
2021,SOBMBXU12A6D4F894C,34351,We Can Leave The World,ARO41T51187FB397AB,,Mexico City Mexico,,Sasha,0.0,181.65506000000002,7,0.024,116.024,4,0.866,Do It To Me,
2022,SOIUSAD12AC4689EB2,783194,Tribute,ARXR2N11187B99857E,34.18806,Newbury Park CA,-118.94151000000001,Hot Wire,0.0,194.66404,6,0.48100000000000004,110.198,4,0.22699999999999998,Like A Prayer (Tribute To Madonna),
2023,SODEXMV12A8C13B960,597033,Original Album Classics,ARX9YIP1187B98A656,,,,RUN-DMC,0.0,267.59791,10,0.275,73.507,5,0.69,Faces,1990.0
2024,SOQORVZ12AB01899FF,417678,Zoukolexion_ vol. 1,ARJQ8WU1187FB37FCD,,,,Patrick Saint-Eloi,0.0,314.122,10,0.675,130.092,4,1.0,Ola ou y\xc3\xa9,
2025,SOISAFU12CF5F882E5,312389,Under My Skin,ARY53RR1187B9AE485,,Napanee Ontario Canada,,Avril Lavigne,0.0,224.93995,0,0.648,118.055,4,0.6920000000000001,How Does It Feel,2004.0
2026,SODYDMB12AC46896F8,605243,Losing All Hope Is Freedom,ARWLV931187B9B0F5A,30.33138,Jacksonville FL,-81.6558,Evergreen Terrace,0.0,159.4771,7,0.585,112.421,1,0.0,Look Up At The Stars And You're Gone,2001.0
2027,SOGOQUK12AB018C3F1,774126,Always You,AR286CH1187B9B8441,,Akron OH,,James Ingram,0.0,376.68526,2,0.312,76.385,3,0.6,A Baby's Born,1993.0
2028,SONQNCK12A8C13ADCB,265300,Across The Crystal Sea,AR0IAWL1187B9A96D0,8.4177,Panama,-80.11278,Danilo Perez / Claus Ogerman,0.0,459.31057000000004,4,0.5660000000000001,100.39399999999999,4,0.0,The Saga Of Rita Joe,2008.0
2029,SOMGVPO12A6D4F81E4,47538,...Somewhere More Familiar,AREPD8D1187FB3F5BC,,Gainesville FL,,Sister Hazel,0.0,332.93016,10,0.914,119.461,4,0.96,Cerilene,1997.0
2030,SORIFID12A8C140949,254009,Solomon Vol. 2,AR323JD1187FB483D0,,New York,,Solomon,0.0,284.23791,5,0.6629999999999999,95.619,4,0.0,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,
2031,SOMCTKM12A8C138B86,160142,Actuar Para Vivir,ARJRQL51187FB541AB,,,,Juan Carlos Baglietto,0.0,232.61995,10,0.5720000000000001,97.34200000000001,3,0.6659999999999999,Tiempos Dificiles,1982.0
2032,SOLVUWT12A6D4FA589,48105,Mendelssohn: Piano Concertos Nos.1 & 2 etc,AR6U6C51187B9B6F68,,,,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,0.0,413.1522,7,0.439,160.246,1,0.0,1. Molto allegro con fuoco,
2033,SOUHVMV12A58A7C4D9,57767,Rhino Hi-Five: Crabby Appleton,ARLSGUY1187B98AEBC,37.16793,USA,-95.84501999999999,Crabby Appleton,0.0,186.69669,1,0.361,89.09100000000001,1,0.057999999999999996,Go Back,1970.0
2034,SOVKAUG12AC468672A,689685,In the Blue of My Dreams,ARBJFXO122C8677DF0,,CANADA - Ontario,,Dave Rave_ Mark McCarron,0.0,165.61587,6,0.33,102.16,4,0.0,They Held Hands,
2035,SOCKOBC12A81C238AE,181884,Rock N Roll - Remix EP,ARINXZA1187FB56902,,,,Remi Nicole,0.0,379.37587,10,0.21600000000000003,84.009,1,1.0,Rock N Roll,
2036,SOORQPU12AB0188E50,420338,Le tour de France de l'accord\xc3\xa9on,AR8R2KI11C8A415967,,,,Andr\xc3\xa9 Blot,0.0,179.85261,10,0.444,199.483,3,0.695,Breiz Ma bro,
2037,SOOZSTX12AB01842AA,511911,Hung Like A Horse EP,ARHOSMU1242078130D,,,,All Leather,0.0,108.38158999999999,2,0.16,84.56200000000001,1,0.389,As The Hog Pisseth,
2038,SOWROAS12A8C14258B,239553,I Keep Faith,ARJ7SQ31187B9AF432,,Barking Essex England,,Billy Bragg,0.0,180.1922,0,0.452,81.256,4,1.0,Goodbye (Solo Version),2008.0
2039,SOSWZOB12A58A7E693,599144,Guitar Man,AR7AOEJ1187FB3D279,33.35303,Inverness MS,-90.59005,Little Milton,0.0,264.59382999999997,3,0.465,76.415,1,0.6920000000000001,My Way,
2040,SOINJPD12A6D4F8726,416722,Defected Accapellas Volume 4,ARFT5CP1187FB50263,,,,Junior Jack,0.0,96.10404,0,0.066,106.21600000000001,3,0.375,E Samba (Accapella),
2041,SODREXM12AB017C1E8,623039,The Original Johnny Cash Volume 1,ARH861H1187B9B799E,,Kingsland AR,,Johnny Cash,0.0,80.03873,1,0.083,196.303,4,0.5720000000000001,You Tell Me,1959.0
2042,SOQDCHV12A6D4FC12D,124109,Bad Azz,AR38I491187B9B2F2D,,,,Lil Boosie,0.0,243.35627999999997,10,0.46,171.85,4,0.804,I Remember (amended album version),2006.0
2043,SOLTZIT12A58A7B9BC,743805,Into The Sun [Amended],ARTBQTE1187B9B8A0F,,Seattle WA,,Candlebox,0.0,283.66322,10,0.46,125.994,3,0.609,Lover Come Back To Me,
2044,SORAVAX12A8C137A3B,155729,Some Things Never Change,ARKC83D1187B9AB367,,,,Mark Lowry,0.0,205.26975,7,0.8109999999999999,143.898,4,0.154,Jesus Laughing (Some Things Never Change Version),
2045,SOZRIFJ12A67ADA4BE,70297,Been There All The Time,AR9YWMS1187FB43A34,,Amherst MA,,Dinosaur Jr.,0.0,220.70812,2,0.191,253.357,4,0.506,Been There All The Time,2007.0
2046,SOKVYHL12AAF3B48A5,529055,Exitos Con Banda,ARXB7B21187B98BEF0,,,,Marisela,0.0,162.55955,7,0.462,84.28299999999999,4,0.196,Loca (a/k/a Crazy) (Version Banda),
2047,SOIVHOS12A8C13759D,290943,New Universe,AR37E341187B989A3E,36.06899,GREENSBORO North Carolina,-79.7947,Wilshire,0.0,181.49832,10,0.556,126.179,4,0.384,When,2003.0
2048,SOCHPTV12A6BD53113,72043,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,ARN8NCB1187FB49652,46.20835,Geneva Switzerland,6.1427,Lionel Rogg,0.0,172.38159,2,0.518,126.786,1,0.0,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,
2049,SOVKBMW12A8C140754,219160,Thee Oh Sees Sucks Blood,ARHYNR9119B8668FA3,,,,The Oh Sees,0.0,162.37669,5,0.473,100.928,4,0.0,It Killed Mom,
2050,SOJULNT12AB018486A,547104,In North Carolina,ARBZAIL1187FB5B1C8,42.31256,Boston MA,-71.08868000000001,Bob Margolin,0.0,198.84363000000002,4,0.373,79.905,1,0.0,Baby_ Baby_ Baby,
2051,SOQMIXU12A8C13C915,301400,Our Lady... Kitty Kallen,ARBJC9U1187B9A70AC,39.95227,Philadelphia PA,-75.16237,Kitty Kallen,0.0,151.92771000000002,5,0.546,86.961,4,0.9109999999999999,If You Smile At The Sun,
2052,SOHTPLG12AB0185DF3,717333,Get Ready Bass,ARAOAHG1241B9C8D9B,,,,Autonomous Bass Heads,0.0,307.722,7,0.812,137.963,4,0.0,Beat Conductor,
2053,SOPVFQR12AB0182066,443061,Uh-Oh,ARMYKRB1187B98CFF0,,,,Cowboy Mouth,0.0,237.60934,9,0.624,103.21799999999999,4,0.64,Disconnected,
2054,SOWGMLU12A58A7E280,543288,The Spinning of the World,ARG36WO1187B9B3A9A,48.428309999999996,Georgia,-123.36451000000001,Jeff Talmadge,0.0,228.62322000000003,2,0.995,160.105,1,0.0,The Hard Part's Letting Go,
2055,SOOSUHA12A6BD53D30,72103,Rubikon,AREUYDJ1187B9BA040,,Hav\xc3\xad\xc5\x99ov \xc4\x8cesk\xc3\xa1 republika,,Krystof,0.0,285.67465,0,0.47600000000000003,130.042,4,0.331,Ostravaczech,2006.0
2056,SOERPVK12AB0185466,345449,The Beatles,ARAOADX1187B98AED3,36.15398,Tulsa OK,-95.99277,Dwight Twilley,0.0,224.54812,7,0.395,90.875,4,1.0,Tomorrow Never Knows,
2057,SOQUGCC12A8C1424D2,657107,The Return Of O-Tumma,AR1VCLT1187FB4C8AC,,,,Tum Tum,0.0,209.18812,2,0.133,66.565,4,0.423,So Fresh,
2058,SOVTEUT12AB0185D22,754327,Bajo La Corteza (26 Canciones De Le\xc3\xb1o),AR7ZI7Z1187B98BF55,,,,M\xc3\xa4go de Oz,0.0,295.31383,7,0.27899999999999997,121.955,4,0.5710000000000001,Qu\xc3\xa9 Desilusi\xc3\xb3n,2010.0
2059,SOWHCQG12AB0187E19,773676,Nightfall Showcase,ARJDMBO1187B9AD118,,,,Johnny Osbourne,0.0,200.41098,6,0.198,135.537,4,0.961,Come ALong,
2060,SOTLPLH12A8C132E36,141876,Bahi\xc3\xa3o Com H,ARDZJ6H1187FB387F2,,,,Moraes Moreira,0.0,280.65914,0,0.5660000000000001,132.558,4,0.893,Banho De Amor,1991.0
2061,SOBLUPB12AB017D074,439909,This Is What The Universe Sounds Like,AR3JLWI1187FB37141,39.16178,GLEN BURNIE,-76.62184,Darko,0.0,378.67057,7,0.665,124.255,4,0.813,Danote,
2062,SODUZHA12A6D4FAF3F,64420,The Rock Block,AR2KSTE1187FB57A36,,Fort Wayne Indiana,,Petra,0.0,262.21668999999997,1,0.0,101.00399999999999,4,0.368,Angel Of Light (Never Say Die Album Version),
2063,SOSZHGZ12A8C13B75E,106026,New Hope For The Wretched,AREENKN1187B98F35D,40.71455,New York NY,-74.00712,Plasmatics,0.0,344.24118,0,0.6709999999999999,125.363,4,0.94,Dream Lover,1980.0
2064,SOCGCVT12A6D4FAF6F,770,Devil Hopping,AR9AM2N1187B9AD2F1,53.4796,Manchester England,-2.2488099999999998,Inspiral Carpets,0.0,232.12363,7,0.135,187.66,4,0.353,Party In The Sky,1994.0
2065,SOSAVBB12A8C13D255,300419,Stern,ARR40ZV1187B9A10A8,40.99471,Pennsylvania,-77.60454,Stern,0.0,241.13587,2,0.7829999999999999,139.94899999999998,4,0.573,T\xc3\xbcflische Plan,
2066,SOGPQGK12AB018A30B,514842,Habla El Corazon,ARZDUJG1242077E2C5,,,,Yuridia,0.0,264.54159,0,0.5770000000000001,109.99600000000001,4,0.943,Regresa A Mi (Unbreak My Heart),
2067,SOFKQMM12A8C137176,99054,Furry Lewis 1927 - 1929,ARN7OQ21187FB5A6B3,,Greenwood MS,,Furry Lewis,0.0,188.02893,11,0.436,104.23700000000001,4,0.098,I Will Turn Your Money Green (Tk. 1),
2068,SOSQILZ12AB0185AFB,759494,Dreaming Of Christmas,ARG09R51187FB4D5C2,34.60515,Lawton OK,-98.38983,Bryan White,0.0,240.90077000000002,0,0.8340000000000001,126.618,4,0.0,I Can't Wait 'Til Christmas (LP Version),1999.0
2069,SOSZPZP12A58A7E624,436856,Henry Street Music Volume 11,ARJ3DXR1187FB4F879,38.8991,Washington,-77.029,Dirty Harry,0.0,559.7513799999999,11,0.036000000000000004,126.412,4,0.054000000000000006,The Fortway,
2070,SOFPDFR12A8C136ACA,201488,Kaufen lassen - Beziehungs-Management,ARLMCCW1241B9CE7CB,,,,Kurt Tepperwein,0.0,1222.4256699999999,8,0.888,145.259,3,0.723,Subliminal mit Naturgeraeuschen,
2071,SOTWTSO12A8C142128,122921,Colecci\xc3\xb3n Diamante: Alberto Cortez,AR6IJ6U1187B99FC7C,,,,Alberto Cortez,0.0,183.17016,3,0.34299999999999997,91.584,7,0.505,Guitarra Dimelo Tu,
2072,SOLYFEM12A8AE4836E,138140,Nah No Mercy - The Warlord Scrolls,ARMPQIE1187FB3D4EB,,Kingston Jamaica,,Bounty Killer,0.0,225.25342,7,0.33899999999999997,96.006,4,0.516,Gun Thirsty,2001.0
2073,SOHOSLP12AB01805E6,391019,The Perfect Blend,ARO7FES1187B9A59BE,43.1763,AntwerpBelgium New York,-76.27503,M.I.K.E.,0.0,440.52853,6,0.024,135.053,4,0.0,Hollow Dream,2006.0
2074,SOKFQQD12A8C138826,155742,The Best Of Homecoming - Volume One,ARBB58Y1187B9B621B,,,,Bill & Gloria Gaither,0.0,196.17914,1,0.177,116.90299999999999,4,0.0,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),
2075,SOYRCSM12AB0181154,624865,System's Riddim,AR3TITY1187B99E790,,,,Gyptian,0.0,253.70077,9,0.276,186.285,4,0.978,Lonely,
2076,SOAECMT12AB0183897,696269,Collection de chansons rares des groupes des ann\xc3\xa9es 60 Volume 1,ARRESZG1187B9A3FBF,,,,Les Hou-Lops,0.0,150.46485,2,0.6679999999999999,111.555,4,0.899,Hold me,
2077,SOMTPYO12A8C14413D,614267,Another Heist,ARXGASQ1187FB3C727,,New York NY [Bronx],,Camp Lo,0.0,214.46485,9,0.203,90.98299999999999,3,0.467,Uptown,2009.0
2078,SOAEPLE12AB0186815,457876,Blue Pyramid,ARSF4161187B9B449F,,,,The Gone Jackals,0.0,228.93669,2,0.48200000000000004,177.563,3,0.907,That Blows My Mind (Slammin' and Way Out There!),1998.0
2079,SOUTSOK12A8C146665,527222,On The Barricades,ARU868Z1187FB47319,42.18419,Mass. - Western,-71.71818,Wonderland,0.0,172.30321999999998,4,0.539,123.976,4,0.5,You,
2080,SOCFXMH12A6D4FD1B8,225509,Nia,ARTXGGI1187B9B3D58,38.546659999999996,Davis CA,-121.74476999999999,Blackalicious,0.0,104.93342,1,0.873,60.016999999999996,1,0.0,Ego Trip by Nikki Giovanni,1999.0
2081,SOMXUAV12AB0188A0E,644803,Where Or When,ARALP6I1187B989E27,40.86034,Passaic NJ,-74.12374,The Shirelles,0.0,127.29423999999999,10,0.044000000000000004,71.597,4,0.444,Dedicated To The One I Love,1960.0
2082,SOJIRPT12AB01877A6,784940,Soul Kitchen (The Original Motion Picture Soundtrack),ARJ2PMY1187FB5B563,,NY - Long Island,,Burning Spear,0.0,146.88608,11,0.509,135.033,1,0.0,Walking In Dub,2009.0
2083,SODTJWJ12CF5F88321,290005,Jar of flies / Facelift / Dirt,ARSW5F51187FB4CFC9,,Seattle WA,,Alice In Chains,0.0,261.77261,3,0.165,114.758,5,1.0,I Know Somethin (Bout You),1990.0
2084,SOMDRBE12AB01813EA,420138,From Bam Bam To Cherry Oh! Baby,ARANIJI11F4C83EFD2,,,,Toots & The Maytals,0.0,169.53423999999998,4,0.59,163.748,7,0.6409999999999999,Sweet & Dandy,1984.0
2085,SOCGJEM12AB0185E26,405085,When I Grow Up,ARUYVDC12086C11D5C,,Stockholm,,Fever Ray,0.0,359.36607999999995,0,0.5720000000000001,122.934,4,1.0,When I Grow Up,2009.0
2086,SOGTRKA12A8C137D72,289146,Somos Gitanos,AR2UQQ51187B9AC816,,Arles France,,Gipsy Kings,0.0,222.92853,7,0.6970000000000001,118.056,4,1.0,Somos Gitanos,2001.0
2087,SOQMTGB12A6D4F5285,82925,Flor Silvestre,ARHFEBO11F50C4825A,,,,Flor Silvestre,0.0,150.12526,9,0.925,109.51799999999999,4,1.0,Gaviota Traidora,
2088,SOQVDWT12AC468A52B,605707,Soul of a Free Man,ARXOUML1187FB48ACB,45.511790000000005,Portland,-122.67563,Patrick Lamb,0.0,290.37669,5,0.272,93.041,4,0.0,I Remember,2007.0
2089,SOPQEVH12A8C135713,199578,Texas Gold/Comin' Right At Ya,AR0CDSK1187FB52ED6,,Paw Paw WV,,Asleep At The Wheel,0.0,254.58892999999998,9,0.293,142.47899999999998,4,0.0,Let Me Go Home Whiskey,
2090,SOHSENM12AB017FFF5,550937,Wound Creations,ARDDWUI1187FB379F7,60.17116,Helsinki Finland,24.932579999999998,Amoral,0.0,520.88118,7,0.344,141.746,5,0.32899999999999996,The Last Round,2004.0
2091,SOAIQBP12AB01899F4,565234,Pick Your Battles,AROLDZG1187FB50AFB,,Aberdeen WA,,Melvins,0.0,165.38076999999998,7,0.855,115.007,1,0.18600000000000003,You've Never Been Right - (Live In Boston_ MA 2008),2009.0
